Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
SNTRI;;El faouar;;8.67497;33.355401666667;media\1584444075737.jpg;Station_Bus;autre;no;no;no;no;;;Faouar;Kebili;6356SB000
SNTRI;;Zafrana douz;;8.9223183333333;33.444023333333;media\1584442736359.jpg;Arret_Bus;autre;no;no;no;no;;;Douz Sud;Kebili;6355AB001
SNTRI;;Guidma douz;;8.8181716666667;33.430941666667;media\1584443269697.jpg;Arret_Bus;autre;no;no;no;no;;;Douz Sud;Kebili;6355AB000
SNTRI;;Douze;Station-sntri;9.0225916666667;33.458141666667;media\1584442006732.jpg;Station_Bus;autre;no;no;no;no;;;Douz Nord;Kebili;6354SB000
SNTRI;;Steftimi;Station-sntri;8.7581616666667;33.79623;media\1584434507064.jpg;Station_Bus;autre;no;no;no;no;;;Souk El Ahed;Kebili;6353SB001
SNTRI;;Souklahad;Station-sntri;8.851225;33.778293333333;media\1584435693253.jpg;Station_Bus;autre;no;no;no;no;;;Souk El Ahed;Kebili;6353SB000
TNRP;Kebili;Station de transport rurale a kebili nord;Commune  de kebili;8.965702056885;33.708543844168;E:\portail open data transport\référentiel des arrets\PHOTOS\/131//mdc_photo_mdc_4de6c4_mdc_180f0c_20200924_092111_1601626116988.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\/131//mdc_photo_mdc_c89724_mdc_8c7717_20200924_092232_1601626116988.jpg;Station_TNRP;Batiment;yes;yes;yes;yes;;Kebili;kebili Nord ;Kebili;6352ST002
TNRP;Kebili;Station de louage a kebili;ATTT Kebili;8.979825;33.725853333333;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_01037d_20200924_091052_160094062Station_TNRP591.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_0Station_TNRPe9c2_20200924_090Station_TNRP1Station_TNRP_160094062Station_TNRP591.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_5259f9_20200924_090754_160094062Station_TNRP592.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\722/mdc_photo_mdc_a57afa_20200924_090947_160094062Station_TNRP592.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\722/mdc_photo_mdc_274c40_20200924_090Station_TNRP33_160094062Station_TNRP592.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\722/mdc_photo_mdc_c417f4_20200924_090902_160094062Station_TNRP592.jpg;Station_TNRP;Batiment;yes;yes;yes;yes;TNRP_Louage;Kebili;kebili Nord ;Kebili;6352ST001
TNRP;Kebili;Station de taxi a kebili ;Route de commune de kebili ;8.969926666667;33.705771666667;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_bStation_TNRP06bb_20200924_095234_1600966207141.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_6703b9_20200924_095231_1600966207142.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_155405_20200924_095244_1600966207142.jpg;Station_TNRP;Autre;no;yes;yes;no;;Kebili;Kebili Nord;Kebili;6352ST000
TNRP;Kebili;Station bus kebili;ATTT a kebili;8.979891639974;33.725877764268;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_1e4916_20200924_091159_1600953518813.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_8145ef_20200924_091228_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_6afa23_20200924_091231_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\725/mdc_photo_mdc_7a84cb_20200924_091239_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\725/mdc_photo_mdc_98d031_20200924_091244_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\725/mdc_photo_mdc_5b7b38_20200924_091318_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\725/mdc_photo_mdc_9234ad_20200924_091308_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\725/mdc_photo_mdc_037e16_20200924_091310_1600953518814.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\725/mdc_photo_mdc_288308_20200924_091326_1600953518814.jpg;Station_Bus;Batiment;yes;yes;yes;yes;;Kebili;kebili Nord ;Kebili;6352SB001
SNTRI;;Limagueze;Station-sntri;9.0805916666667;33.766663333333;media\1584437642280.jpg;Station_Bus;autre;no;no;no;no;;;kebili Nord ;Kebili;6352SB000
SNTRI;;Kebili;Station-sntri;8.9798216666667;33.726096666667;media\1584438331399.jpg;Gare_Routière;autre;yes;yes;yes;yes;;;kebili Nord ;Kebili;6352GR000
SNTRI;;Ain ben ahmed;Station-sntri;9.29810047149658;33.7533988952637;;Autre;autre;no;no;no;no;;;kebili Nord ;Kebili;6352AA000
TNRP;Kebili;Station de transport rurale a kebili sud;Commune de kebili;8.967536687851;33.701135765071;E:\portail open data transport\référentiel des arrets\PHOTOS\/132//mdc_photo_mdc_511e3e_20200924_092748_1601626583627.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\/132//mdc_photo_mdc_bde093_20200924_092835_1601626583627.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\/132//mdc_photo_mdc_0c2078_20200924_093011_1601626583627.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\/132//mdc_photo_mdc_607a5d_20200924_092935_1601626583627.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\/132//mdc_photo_mdc_02c2ce_20200924_092949_1601626583627.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\/132//mdc_photo_mdc_96f603_20200924_093022_1601626583627.jpg;Station_TNRP;Batiment;yes;yes;yes;yes;;Kebili;Kebili Sud;Kebili;6351ST000
SNTRI;;Jemna;Station-Sntri;9.0135683333333;33.57004;media\1584441235968.jpg;Arret_Bus;autre;no;no;no;no;;;Kebili Sud;Kebili;6351AB000
SNTRI;;Hazoua;Station-sntri;7.58949;33.734066666667;media\1584423931771.jpg;Station_Bus;autre;no;no;no;no;;;Hazoua;Tozeur;6255SB000
SNTRI;;Nafta;;7.8882566666667;33.87251;media\1584425813677.jpg;Station_Bus;autre;no;no;no;no;;;Nefta;Tozeur;6254SB000
SNTRI;;Tamaghza;Station-sntri;7.9362233333333;34.387123333333;media\1584374147528.jpg;Station_Bus;autre;no;no;no;no;;;Tamaghza;Tozeur;6253SB000
SNTRI;;Krize;Station-sntri;8.2473016666667;34.008633333333;media\1584431051501.jpg;Station_Bus;autre;no;no;no;no;;;Degueche;Tozeur;6252SB002
SNTRI;;Hamet el jerid;Station-sntri;8.1708683333333;33.99737;media\1584378451289.jpg;Station_Bus;autre;no;no;no;no;;;Degueche;Tozeur;6252SB001
SNTRI;;Degueche;Station-sntri;8.2186883333333;33.985833333333;media\1584430657921.jpg;Station_Bus;autre;no;no;no;no;;;Degueche;Tozeur;6252SB000
SNCFT;UAGL;Le Kriz;Société Nationale des Chemins de Fer Tunisiens;8.24303992;34.03312354;;Pleine ligne;;;;;;;;Degueche;Tozeur;6252PL000
SNCFT;UAGL;Degueche;Société Nationale des Chemins de Fer Tunisiens;8.21327222;33.98685649;;Marchandise et UAGL;;;;;;;;Degueche;Tozeur;6252MU000
TNRP;Rural;Rural;Tozeur;8.1308173;33.923420783333;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_f23903_1600331075663_1600331150859.jpg;Station_TNRP;Abri;no;no;no;no;TNRP_Rural;Tozeur;Tozeur;Tozeur;6251ST001
TNRP;Tozeur;Louage;Tozeur;8.130527683333;33.9228913;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_0c458f_1600332979880_1600332995585.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_4f69e6_1600332990345_1600332995585.jpg;Station_TNRP;Batiment;no;no;yes;yes;TNRP_Louage;Tozeur;Tozeur;Tozeur;6251ST000
SNCFT;UAGL;Tozeur;Société Nationale des Chemins de Fer Tunisiens;8.13578075;33.92655473;;Marchandise et UAGL;;yes;yes;yes;yes;;;Tozeur;Tozeur;6251MU000
SNTRI;;Touzeur;Sntri;8.1310166666667;33.92162;media\1584379440960.jpg;Gare_Routière;autre;yes;no;no;yes;;;Tozeur;Tozeur;6251GR000
SNCFT;UAGL;Zannouch;Société Nationale des Chemins de Fer Tunisiens;9.05222719;34.46862761;;Marchandise et UAGL;;yes;yes;yes;yes;;;Sened;Gafsa;6161MU001
SNCFT;UAGL;Sened;Société Nationale des Chemins de Fer Tunisiens;9.25351221;34.5380285;;Marchandise et UAGL;;yes;yes;yes;yes;;;Sened;Gafsa;6161MU000
TNRP;Autre ;Gare routière  rurale ;Autre;9.05156;34.470185;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_2a97cd_20200922_091417_1600776044888.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Rural;Zanouch;Sened;Gafsa ;6161GR001
TNRP;Autre;Louage sned;Autre;9.2527517;34.5403397;E:\portail open data transport\référentiel des arrets\PHOTOS\799/mdc_photo_mdc_8639a7_mdc_b8d944_20200929_083159_1603295025115.jpg;Gare_Routière;Autre;no;no;no;yes;TNRP_Louage;Sned ;Sened;Gafsa;6161GR000
SNCFT;UAGL;Mg N1;Société Nationale des Chemins de Fer Tunisiens;9.16668193;34.22520071;;Marchandise ;;;;;;;;Guetar;Gafsa;6159MR001
SNCFT;UAGL;El Guetar;Société Nationale des Chemins de Fer Tunisiens;8.94962543;34.3301217;;Marchandise ;;;;;;;;Guetar;Gafsa;6159MR000
TNRP;Autre;Gare routière louage ;Autre ;8.949858333333;34.33945;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_e2b06d_20200922_104103_1600776048515.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Louage;Elgtare;Guetar;Gafsa ;6159GR000
SNTRI;;Elguetar;Station-sntri;8.9496666666667;34.339536666667;media\1584360921545.jpg;Arret_Bus;autre;no;no;no;no;;;Guetar;Gafsa;6159AB000
SNTRI;;El amim gafsa;;9.0975766666667;34.258645;media\1584361923813.jpg;Autre;autre;no;no;no;no;;;Guetar;Gafsa;6159AA000
SNCFT;UAGL;M'Dhilla;Société Nationale des Chemins de Fer Tunisiens;8.72436;34.2919887;;Marchandise ;;;;;;;;Mdhilla;Gafsa;6158MR001
SNCFT;UAGL;Sehib;Société Nationale des Chemins de Fer Tunisiens;8.64682103;34.23695207;;Marchandise ;;;;;;;;Mdhilla;Gafsa;6158MR000
SNTRI;;Metlaoui;Station-sntri;8.4116;34.314508333333;media\1584366448819.jpg;Station_Bus;abribus;no;yes;no;no;;;Metlaoui;Gafsa;6157SB001
SNCFT;UAGL;Oued Magroun;Société Nationale des Chemins de Fer Tunisiens;8.39444531;34.33313395;;Pleine ligne;;;;;;;;Metlaoui;Gafsa;6157PL000
SNCFT;UAGL;Metlaoui;Société Nationale des Chemins de Fer Tunisiens;8.41642525;34.31577658;;Marchandise et UAGL;;yes;yes;yes;yes;;;Metlaoui;Gafsa;6157MU000
TNRP;Autre;Gare louage magasin  Metlaoui;Autre;8.402933;34.323659;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_daf9fa_20200924_125542_1600948774297.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Louage; metlaoui;Metlaoui;Gafsa;6157GR002
TNRP;Gare Routiere louage;Gare louage Friena;Louage Feriena;8.567674385907;34.947004205598;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_a71b46_received_3477941538893077_1598610220259.jpeg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_cbc724_received_935729100274434_1598610220260.jpeg. E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_3bb76e_received_741964239992129_1598610220261.jpeg;Gare_Routière;Autre;no;yes;no;no;TNRP_Louage;Férié à  ville;Metlaoui;Gafsa;6157GR001
TNRP;Autre;Gare  louage metlaoui;Autre;8.41046;34.314609;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_3a4a7c_20200924_130357_1600949218336.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Louage;metlaoui;Metlaoui;Gafsa;6157GR000
SNTRI;;Redeyef;Station-sntri;8.1507383333333;34.381135;media\1584372390009.jpg;Station_Bus;autre;no;no;no;no;;;Redeyef;Gafsa;6156SB000
SNCFT;UAGL;Tabeddit;Société Nationale des Chemins de Fer Tunisiens;8.25930684;34.43647518;;Marchandise et UAGL;;;;;;;;Redeyef;Gafsa;6156MU002
SNCFT;UAGL;Selja;Société Nationale des Chemins de Fer Tunisiens;8.33995409;34.38534241;;Marchandise et UAGL;;;;;;;;Redeyef;Gafsa;6156MU001
SNCFT;UAGL;Redeyef;Société Nationale des Chemins de Fer Tunisiens;8.1524871;34.38800844;;Marchandise et UAGL;;;;;;;;Redeyef;Gafsa;6156MU000
TNRP;Autre;Gare Louage redeyef ;Autre;8.154856;34.384886;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_898b47_20200924_083135_1600932793665.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Louage;redeyef ;Redeyef;Gafsa ;6156GR000
SNCFT;UAF;El Ayoun;Société Nationale des Chemins de Fer Tunisiens;8.28926205;34.42800174;;UAGL;;;;;;;;Redeyef;Gafsa;6156GL000
SNTRI;;Oumlaraiesse;Station-sntri;8.2671166666667;34.49106;media\1584371357366.jpg;Station_Bus;autre;no;no;no;no;;;Oum Larais;Gafsa;6155SB000
SNCFT;UAGL;Om El Arais;Société Nationale des Chemins de Fer Tunisiens;8.27735654;34.48706256;;Marchandise et UAGL;;;;;;;;Oum Larais;Gafsa;6155MU000
TNRP;Autre ;Gare Louage oum larayes;Autre;8.266974;34.490969;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_3dd397_20200924_074727_1600934259470.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Louage;Oum larayes;Oum Larais;Gafsa ;6155GR000
SNCFT;UAGL;Mg 28/29;Société Nationale des Chemins de Fer Tunisiens;8.50945513;34.32037192;;Pleine ligne;;;;;;;;Gafsa Sud;Gafsa;6154PL000
SNCFT;UAGL;Cheria;Société Nationale des Chemins de Fer Tunisiens;8.60608406;34.34078748;;Marchandise ;;;;;;;;Gafsa Sud;Gafsa;6154MR000
TNRP;Autre ;Station de taxi Al-Druj;Autre ;8.789232;34.41882;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_64aca9_20200921_141749_1600694947874.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Taxi_C;Gafsa sud ;Gafsa Sud;Gafsa ;6154GR003
TNRP;Autre ;Gare routière taxis 2;Autre ;8.789231666667;34.41882;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_64aca9_20200921_141749_1600694947874.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Taxi_C;Gafsa sud ;Gafsa Sud;Gafsa ;6154GR002
TNRP;Autre ;Gare routière rural cité nour ;Autre ;8.780643333333;34.434608333333;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_6c2cf2_20200921_144626_1600696237389.jpg;Gare_Routière;Autre;no;no;no;yes;TNRP_Rural;Gafsa sud ;Gafsa Sud;Gafsa ;6154GR001
TNRP;Autre ;Gare routière  taxi;Autre ;8.787173333333;34.420051666667;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_1970c3_20200916_154707_1600267806820.jpg;Gare_Routière;Autre;no;no;no;yes;TNRP_Taxi_C;Gafsa sud ;Gafsa Sud;Gafsa ;6154GR000
SNCFT;UAGL;Aguila;Société Nationale des Chemins de Fer Tunisiens;8.76840129;34.37963342;;Marchandise ;;;;;;;;Ksar;Gafsa;6153MR000
TNRP;Autre ;Station de taxi Al Qasr;Autre ;8.79182;34.416015;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_833731_20200921_142500_1600694949919.jpg;Gare_Routière;Autre;no;no;no;no;TNRP_Taxi_C;Gafsa sud ;ksar ;Gafsa ;6153GR003
TNRP;Autre ;Gare routière taxi3;Autre ;8.79182;34.416015;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_833731_20200921_142500_1600694949919.jpg;Gare_Routière;Autre;no;yes;no;no;TNRP_Taxi_C;Gafsa sud ;Ksar;Gafsa ;6153GR002
TNRP;Autre ;Gare routière louage gafsa ;Autre ;8.79411;34.411168333333;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_11229c_20200916_153659_1600267125116.jpg;Gare_Routière;Autre;no;no;no;yes;TNRP_Louage;Gafsa sud ;Ksar;Gafsa ;6153GR001
SNTRI;;Gafsa;Station-Sntri;8.790215;34.41642;media\1584364453275.jpg;Gare_Routière;autre;yes;yes;yes;yes;;Gafsa;Ksar;Gafsa;6153GR000
SNCFT;UAGL;Oued El Ksab (23/24);Société Nationale des Chemins de Fer Tunisiens;8.95669273;34.45057735;;Pleine ligne;;yes;yes;yes;yes;;;Gafsa Nord;Gafsa;6151PL000
SNTRI;;Remada;Station-sntri;10.398466666667;32.315346666667;media\1584606226293.jpg;Station_Bus;autre;no;no;no;no;;;Remada;Tataouine;5457SB000
SNTRI;;Dhiba;Station-sntri;10.699965;32.010498333333;media\1584608667421.jpg;Station_Bus;autre;no;no;no;no;;;Dhiba;Tataouine;5456SB000
SNTRI;;Ghomrassen;;10.338783333333;33.059966666667;media\1584462089136.jpg;Station_Bus;autre;no;no;no;no;;;Ghomrassen;Tataouine;5455SB000
TNRP;محطة التاكسي البئر الاحمر;محطة التاكسي;البلدية;10.441775  ;33.179465;;Station_TNRP;Poteau;no;no;yes;no;;البئر الاحمر;Bir Lahmar;Tataouine;5454ST000
SNTRI;;Birlahmar;Station-sntri;10.441658333333;33.179233333333;media\1584460730322.jpg;Station_Bus;autre;no;no;no;no;;;Bir Lahmar;Tataouine;5454SB000
TNRP;;Station tnrp route 2 Mars;;10.4477349702;32.927424455993;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_fc5Station_TNRP94_1600419Station_TNRP50020_1600419Station_TNRP5299Station_TNRP.jpg;Station_TNRP;Batiment;yes;yes;yes;yes;TNRP_Louage. TNRP_Rural;Tataouine;Tataouine Sud;Tataouine;5452ST000
SNTRI;;Bir trente;Station-sntri;10.331166666667;32.694173333333;media\1584603981165.jpg;Station_Bus;autre;no;no;no;no;;;Tataouine Sud;Tataouine;5452SB000
SNTRI;;Ouled debab;Station-sntri;10.38216;32.873855;media\1584602930024.jpg;Arret_Bus;autre;no;no;no;no;;;Tataouine Sud;Tataouine;5452AB000
TNRP;;Station Tnrp route TaibMehri;Utica;10.452740607613;32.931172230723;E:\portail open data transport\référentiel des arrets\PHOTOS\mdc_photo_mdc_62fc5a_1600419335709_1600419423359.jpg;Station_TNRP;Batiment;yes;yes;yes;yes;TNRP_Rural;Tataouine;Tataouine Nord;Tataouine;5451ST000
SNTRI;;Tataouine;Station-sntri;10.45714;32.947795;media\1584463529292.jpg;Gare_Routière;autre;yes;yes;yes;yes;;;Tataouine Nord;Tataouine;5451GR000
SNTRI;;Jorf;Station-sntri;10.73566;33.697596666667;media\1584540076397.jpg;Station_Bus;autre;no;no;no;no;;;Sidi Makhlouf;Medenine;5259SB000
TNRP;محطة سيارات اجرة جربة ميدون;محطة سيارات اجرة لواج خطوط داخلية ميدون;بلدية ميدون;10.990429;33.8631;E:\portail open data transport\référentiel des arrets\PHOTOS\746/mdc_photo_mdc_1983f1_1601571346477_1603Autre0021193.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\746/mdc_photo_mdc_c52b7e_1601571357612_1603Autre0021193.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\746/mdc_photo_mdc_a64df0_1601571367335_1603Autre0021193.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\746/mdc_photo_mdc_c022f6_1601571375518_1603Autre0021193.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\746/mdc_photo_mdc_7e6844_16015713862Autre_1603Autre0021193.jpg;Station_TNRP;Batiment;no;yes;yes;yes;TNRP_Louage;بلدية ميدون;Djerba Midoun;Medenine;5257ST001
SNTRI;;Midoun jerba;;10.990953333333;33.805111666667;media\1584528872263.jpg;Station_Bus;autre;no;no;no;no;;;Djerba Midoun;Medenine;5257SB000
TNRP;محطة سيارات اجرة لواج حومة السوق جربة;محطة سيارات اجرة لواج خطوط داخلية وخارجية;بلدية حومة السوق;10.858069;33.873205;E:\portail open data transport\référentiel des arrets\PHOTOS\745/mdc_photo_mdc_f52bd6_1601569163896_1603Autre0020221.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\745/mdc_photo_mdc_1afe76_1601569173332_1603Autre0020222.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\745/mdc_photo_mdc_837d75_1601569186094_1603Autre0020222.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\745/mdc_photo_mdc_9144c0_1601569191959_1603Autre0020224.jpg;Station_TNRP;Batiment;yes;yes;yes;yes;TNRP_Louage;بلدية حومة السوق جربة;Houmt Souk ;Medenine;5256ST000
SNTRI;;Jerba;Station-sntri;10.858335;33.871955;media\1584532299276.jpg;Gare_Routière;autre;yes;no;yes;yes;;;Houmt Souk ;Medenine;5256GR001
SNTRI;;Houmet souk jerba;;10.85828;33.871993333333;media\1584532184258.jpg;Gare_Routière;abribus;no;yes;yes;yes;;;Houmt Souk ;Medenine;5256GR000
TNRP;محطة سيارات اجرة لواج جرجيس;محطة سيارات اجرة لواج خطوط داخلية وخارجية;بلدية جرجيس;11.114942;33.499663;E:\portail open data transport\référentiel des arrets\PHOTOS\744/mdc_photo_mdc_d21fce_1601562920898_1603Autre0018245.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\744/mdc_photo_mdc_f1c9f1_1601562932647_1603Autre0018245.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\744/mdc_photo_mdc_8e6d8f_1601562942425_1603Autre0018245.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\744/mdc_photo_mdc_db5dc4_1601562953559_1603Autre0018245.jpg;Station_TNRP;Batiment;no;no;no;no;TNRP_Louage;بلدية جرجيس;Zarzis;Medenine;5255ST001
TNRP;محطة نقل ريفي جرجيس;محطة خاصة السيارات النقل الريفي;بلدية جرجيس;11.54331;33.501516;E:\portail open data transport\référentiel des arrets\PHOTOS\741/mdc_photo_mdc_acfa7a_1601558639948_1603Autre0014681.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\741/mdc_photo_mdc_5e7c90_1601558658450_1603Autre0014682.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\741/mdc_photo_mdc_e8fae4_1601558676964_1603Autre0014682.jpg;Station_TNRP;Poteau;no;no;yes;no;TNRP_Rural;بلدية جرجيس;Zarzis;Medenine;5255ST000
SNTRI;;Zarzis;;11.114626666667;33.499381666667;media\1584525889219.jpg;Gare_Routière;autre;yes;no;yes;yes;;;Zarzis;Medenine;5255GR000
TNRP;محطة نقل ريفي بنقردان;محطة نقل ريفي جلال الشهبانية بنقردان;على ملك البلدية;11.215755;33.139907;E:\portail open data transport\référentiel des arrets\PHOTOS\739/mdc_photo_mdc_be229c_1601544524833_1603099964499.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\739/mdc_photo_mdc_435607_1601544532248_1603099964499.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\739/mdc_photo_mdc_ae84ae_1601544544692_1603099964499.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\739/mdc_photo_mdc_2825c5_1601544561704_1603099964499.jpg;Station_TNRP;Poteau;no;yes;yes;yes;TNRP_Rural;بلدية بنقردان;Ben Guerdane;Medenine;5254ST003
TNRP;محطة نقل ريفي بنقردان;محطة نقل ريفي الورسنية العكروتية;بلدية بنقردان;11.215755;33.139907;E:\portail open data transport\référentiel des arrets\PHOTOS\738/mdc_photo_mdc_e2f143_1601543584668_1603099962161.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\738/mdc_photo_mdc_b2f51d_16015436Autre991_1603099962162.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\738/mdc_photo_mdc_3eadd7_1601543622146_1603099962163.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\738/mdc_photo_mdc_57dc13_1601543649071_1603099962163.jpg;Station_TNRP;Autre;no;yes;no;no;TNRP_Rural;بلدية بنقردان;Ben Guerdane;Medenine;5254ST002
TNRP;محطة نقل ريفي بنقردان;محطة نقل ريفي الطابعي و جلال والخروبة;;11.217797;33.135418;E:\portail open data transport\référentiel des arrets\PHOTOS\740/mdc_photo_mdc_5a44d4_1601546034589_1603099985524.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\740/mdc_photo_mdc_6a3c0f_1601546060297_1603099985524.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\740/mdc_photo_mdc_b573f0_1601546092067_1603099985525.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\740/mdc_photo_mdc_d1f743_1601546118749_1603099985525.jpg;Station_TNRP;Abri;no;no;no;yes;TNRP_Rural;بلدية بنقردان;Ben Guerdane;Medenine;5254ST001
TNRP;محطة سيارات اجرة لواج بنقردان;محطة سيارات اجرة لواج خطوط داخلية وخارجية;بلدية بنقردان;11.217025;33.142559;E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_f7348f_1601551802495_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_25cf4c_1601551825939_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_a011c7_1601551838829_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_fdd81c_1601551859299_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_Autrecf64_1601551870853_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_3f8032_1601551888602_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_6a958b_1601551927396_1603Autre0014470.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_a2ad30_1601551938578_1603Autre0014471.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_596689_1601551984773_1603Autre0014471.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_a3c098_1601551998250_1603Autre0014471.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_dc6726_1601552008385_1603Autre0014471.jpg. E:\portail open data transport\référentiel des arrets\PHOTOS\742/mdc_photo_mdc_3e9b06_1601552035921_1603Autre0014471.jpg;Station_TNRP;Batiment;no;yes;yes;yes;TNRP_Louage;بلدية بنقردان;Ben Guerdane;Medenine;5254ST000
SNTRI;;Ben guerdane;Station-sntri;11.213746666667;33.155288333333;media\1584523151476.jpg;Gare_Routière;abribus;no;yes;yes;yes;;;Ben Guerdane;Medenine;5254GR000
SNTRI;;Ras jedir;;11.549688333333;33.147995;media\1584520441074.jpg;Autre;autre;no;no;no;no;;;Ben Guerdane;Medenine;5254AA000
